date,high_temp,low_temp,humidity,rain
2025-07-22,88.1,77.2,81.75,0.9
2025-07-23,90.5,77.7,78.875,0.4
2025-07-24,88.3,76.2,87.16666666666667,15.5
2025-07-25,84.1,76.1,93.58333333333333,17.8
2025-07-26,90.4,78.7,83.5,0.9
2025-07-27,91.0,78.2,83.125,8.1
2025-07-28,89.2,77.2,88.125,21.3
2025-07-29,87.3,76.3,87.08333333333333,7.1
2025-07-30,92.0,79.3,76.25,3.8
2025-07-31,92.1,76.6,82.29166666666667,20.3
2025-08-01,90.2,78.9,86.04166666666667,1.8
2025-08-02,92.4,78.6,88.625,20.0
2025-08-03,90.6,79.0,84.83333333333333,2.0
2025-08-04,94.6,78.3,84.0,4.2
2025-08-05,91.5,77.8,85.08333333333333,8.7
2025-08-06,92.8,78.3,84.41666666666667,2.5
2025-08-07,93.2,75.7,80.79166666666667,0.0
2025-08-08,94.8,77.6,79.83333333333333,0.0
2025-08-09,94.3,78.2,76.08333333333333,0.4
2025-08-10,94.0,80.3,78.75,5.4
